userId	geneSymbol	geneName	entrezgene	score	gLink
MAGEA8	MAGEA8	MAGE family member A8	4107	-0.18631955954273	https://www.ncbi.nlm.nih.gov/gene/?term=4107
MAGEA9B	MAGEA9B	MAGE family member A9B	728269	0.07060185471513	https://www.ncbi.nlm.nih.gov/gene/?term=728269
MAGEB1	MAGEB1	MAGE family member B1	4112	0.015932477848538	https://www.ncbi.nlm.nih.gov/gene/?term=4112
MAGEB16	MAGEB16	MAGE family member B16	139604	-0.080642195916907	https://www.ncbi.nlm.nih.gov/gene/?term=139604
MAGEB2	MAGEB2	MAGE family member B2	4113	0.077087061544795	https://www.ncbi.nlm.nih.gov/gene/?term=4113
MAGEB4	MAGEB4	MAGE family member B4	4115	0.14197735528164	https://www.ncbi.nlm.nih.gov/gene/?term=4115
MAGEB6	MAGEB6	MAGE family member B6	158809	0.032447916446583	https://www.ncbi.nlm.nih.gov/gene/?term=158809
MAGEC1	MAGEC1	MAGE family member C1	9947	-0.048273118454408	https://www.ncbi.nlm.nih.gov/gene/?term=9947
MAGEC2	MAGEC2	MAGE family member C2	51438	-0.077548460253356	https://www.ncbi.nlm.nih.gov/gene/?term=51438
MAGEC3	MAGEC3	MAGE family member C3	139081	-0.0029440785780384	https://www.ncbi.nlm.nih.gov/gene/?term=139081
MAGED1	MAGED1	MAGE family member D1	9500	0.21789318161699	https://www.ncbi.nlm.nih.gov/gene/?term=9500
MAGED2	MAGED2	MAGE family member D2	10916	0.36877627437633	https://www.ncbi.nlm.nih.gov/gene/?term=10916
MAGED4	MAGED4	MAGE family member D4	728239	0.23731732818275	https://www.ncbi.nlm.nih.gov/gene/?term=728239
MAGED4B	MAGED4B	MAGE family member D4B	81557	0.43811999612585	https://www.ncbi.nlm.nih.gov/gene/?term=81557
MAGEE1	MAGEE1	MAGE family member E1	57692	0.75652685887228	https://www.ncbi.nlm.nih.gov/gene/?term=57692
MAGEE2	MAGEE2	MAGE family member E2	139599	0.62289001039244	https://www.ncbi.nlm.nih.gov/gene/?term=139599
MAGEF1	MAGEF1	MAGE family member F1	64110	-0.026185792156773	https://www.ncbi.nlm.nih.gov/gene/?term=64110
MAGEH1	MAGEH1	MAGE family member H1	28986	0.71357671348188	https://www.ncbi.nlm.nih.gov/gene/?term=28986
MAGEL2	MAGEL2	MAGE family member L2	54551	0.74194628181099	https://www.ncbi.nlm.nih.gov/gene/?term=54551
MAGI1	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1	9223	-0.020756028080614	https://www.ncbi.nlm.nih.gov/gene/?term=9223
MAGI2	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2	9863	0.73706191247419	https://www.ncbi.nlm.nih.gov/gene/?term=9863
MAGI3	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3	260425	0.1172937611564	https://www.ncbi.nlm.nih.gov/gene/?term=260425
MAGIX	MAGIX	MAGI family member, X-linked	79917	-0.56181175423388	https://www.ncbi.nlm.nih.gov/gene/?term=79917
MAGOH	MAGOH	mago homolog, exon junction complex subunit	4116	-0.20282353594601	https://www.ncbi.nlm.nih.gov/gene/?term=4116
MAGOHB	MAGOHB	mago homolog B, exon junction complex subunit	55110	-0.23767232270957	https://www.ncbi.nlm.nih.gov/gene/?term=55110
MAGT1	MAGT1	magnesium transporter 1	84061	-0.032583186003916	https://www.ncbi.nlm.nih.gov/gene/?term=84061
MAK	MAK	male germ cell associated kinase	4117	0.17046211736429	https://www.ncbi.nlm.nih.gov/gene/?term=4117
MAK16	MAK16	MAK16 homolog	84549	0.3700000899121	https://www.ncbi.nlm.nih.gov/gene/?term=84549
MAL	MAL	mal, T cell differentiation protein	4118	0.33213881701589	https://www.ncbi.nlm.nih.gov/gene/?term=4118
MAL2	MAL2	mal, T cell differentiation protein 2 (gene/pseudogene)	114569	-0.57223829818746	https://www.ncbi.nlm.nih.gov/gene/?term=114569
MALAT1	MALAT1	metastasis associated lung adenocarcinoma transcript 1	378938	0.084074450955481	https://www.ncbi.nlm.nih.gov/gene/?term=378938
MALL	MALL	mal, T cell differentiation protein like	7851	-0.49466291430657	https://www.ncbi.nlm.nih.gov/gene/?term=7851
MALT1	MALT1	MALT1 paracaspase	10892	0.26575624970902	https://www.ncbi.nlm.nih.gov/gene/?term=10892
MAMDC2	MAMDC2	MAM domain containing 2	256691	0.47655112063267	https://www.ncbi.nlm.nih.gov/gene/?term=256691
MAMDC4	MAMDC4	MAM domain containing 4	158056	-0.25401192807106	https://www.ncbi.nlm.nih.gov/gene/?term=158056
MAML1	MAML1	mastermind like transcriptional coactivator 1	9794	0.31315377833311	https://www.ncbi.nlm.nih.gov/gene/?term=9794
MAML2	MAML2	mastermind like transcriptional coactivator 2	84441	0.20038305093984	https://www.ncbi.nlm.nih.gov/gene/?term=84441
MAML3	MAML3	mastermind like transcriptional coactivator 3	55534	0.34626997389088	https://www.ncbi.nlm.nih.gov/gene/?term=55534
MAMLD1	MAMLD1	mastermind like domain containing 1	10046	0.73778003131938	https://www.ncbi.nlm.nih.gov/gene/?term=10046
MAMSTR	MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator	284358	-0.18046759868125	https://www.ncbi.nlm.nih.gov/gene/?term=284358
MAN1A1	MAN1A1	mannosidase alpha class 1A member 1	4121	0.52982497251238	https://www.ncbi.nlm.nih.gov/gene/?term=4121
MAN1A2	MAN1A2	mannosidase alpha class 1A member 2	10905	0.36002967345976	https://www.ncbi.nlm.nih.gov/gene/?term=10905
MAN1B1	MAN1B1	mannosidase alpha class 1B member 1	11253	-0.060085715501925	https://www.ncbi.nlm.nih.gov/gene/?term=11253
MAN1C1	MAN1C1	mannosidase alpha class 1C member 1	57134	0.82275631963458	https://www.ncbi.nlm.nih.gov/gene/?term=57134
MAN2A1	MAN2A1	mannosidase alpha class 2A member 1	4124	0.13528896894929	https://www.ncbi.nlm.nih.gov/gene/?term=4124
MAN2A2	MAN2A2	mannosidase alpha class 2A member 2	4122	0.48930145721953	https://www.ncbi.nlm.nih.gov/gene/?term=4122
MAN2B1	MAN2B1	mannosidase alpha class 2B member 1	4125	-0.068062381188146	https://www.ncbi.nlm.nih.gov/gene/?term=4125
MAN2B2	MAN2B2	mannosidase alpha class 2B member 2	23324	0.27632435484808	https://www.ncbi.nlm.nih.gov/gene/?term=23324
MAN2C1	MAN2C1	mannosidase alpha class 2C member 1	4123	-0.15710724595539	https://www.ncbi.nlm.nih.gov/gene/?term=4123
MANBA	MANBA	mannosidase beta	4126	-0.20661291855852	https://www.ncbi.nlm.nih.gov/gene/?term=4126
MANBAL	MANBAL	mannosidase beta like	63905	-0.45210309151374	https://www.ncbi.nlm.nih.gov/gene/?term=63905
MANEA	MANEA	mannosidase endo-alpha	79694	0.57302883458408	https://www.ncbi.nlm.nih.gov/gene/?term=79694
MANEAL	MANEAL	mannosidase endo-alpha like	149175	0.11010576703406	https://www.ncbi.nlm.nih.gov/gene/?term=149175
MANF	MANF	mesencephalic astrocyte derived neurotrophic factor	7873	-0.49968350578823	https://www.ncbi.nlm.nih.gov/gene/?term=7873
MANSC1	MANSC1	MANSC domain containing 1	54682	-0.25853473061505	https://www.ncbi.nlm.nih.gov/gene/?term=54682
MAOA	MAOA	monoamine oxidase A	4128	-0.027420804541975	https://www.ncbi.nlm.nih.gov/gene/?term=4128
MAOB	MAOB	monoamine oxidase B	4129	0.15430415609796	https://www.ncbi.nlm.nih.gov/gene/?term=4129
MAP1A	MAP1A	microtubule associated protein 1A	4130	0.77285414677184	https://www.ncbi.nlm.nih.gov/gene/?term=4130
MAP1B	MAP1B	microtubule associated protein 1B	4131	0.82803546234555	https://www.ncbi.nlm.nih.gov/gene/?term=4131
MAP1LC3A	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha	84557	0.086810675865776	https://www.ncbi.nlm.nih.gov/gene/?term=84557
MAP1LC3B	MAP1LC3B	microtubule associated protein 1 light chain 3 beta	81631	0.25100804494942	https://www.ncbi.nlm.nih.gov/gene/?term=81631
MAP1LC3B2	MAP1LC3B2	microtubule associated protein 1 light chain 3 beta 2	643246	0.13761581810945	https://www.ncbi.nlm.nih.gov/gene/?term=643246
MAP1LC3C	MAP1LC3C	microtubule associated protein 1 light chain 3 gamma	440738	0.45246276560811	https://www.ncbi.nlm.nih.gov/gene/?term=440738
MAP1S	MAP1S	microtubule associated protein 1S	55201	-0.33484999477922	https://www.ncbi.nlm.nih.gov/gene/?term=55201
MAP2	MAP2	microtubule associated protein 2	4133	0.65573651843546	https://www.ncbi.nlm.nih.gov/gene/?term=4133
MAP2K1	MAP2K1	mitogen-activated protein kinase kinase 1	5604	0.22150561365324	https://www.ncbi.nlm.nih.gov/gene/?term=5604
MAP2K2	MAP2K2	mitogen-activated protein kinase kinase 2	5605	-0.36635000601304	https://www.ncbi.nlm.nih.gov/gene/?term=5605
MAP2K3	MAP2K3	mitogen-activated protein kinase kinase 3	5606	-0.52894053643169	https://www.ncbi.nlm.nih.gov/gene/?term=5606
MAP2K4	MAP2K4	mitogen-activated protein kinase kinase 4	6416	0.52952247666654	https://www.ncbi.nlm.nih.gov/gene/?term=6416
MAP2K5	MAP2K5	mitogen-activated protein kinase kinase 5	5607	0.16449750102486	https://www.ncbi.nlm.nih.gov/gene/?term=5607
MAP2K6	MAP2K6	mitogen-activated protein kinase kinase 6	5608	-0.087741465939455	https://www.ncbi.nlm.nih.gov/gene/?term=5608
MAP2K7	MAP2K7	mitogen-activated protein kinase kinase 7	5609	-0.11016879690396	https://www.ncbi.nlm.nih.gov/gene/?term=5609
MAP3K1	MAP3K1	mitogen-activated protein kinase kinase kinase 1	4214	0.20161183009264	https://www.ncbi.nlm.nih.gov/gene/?term=4214
MAP3K10	MAP3K10	mitogen-activated protein kinase kinase kinase 10	4294	0.063451676556273	https://www.ncbi.nlm.nih.gov/gene/?term=4294
MAP3K11	MAP3K11	mitogen-activated protein kinase kinase kinase 11	4296	-0.49017547732072	https://www.ncbi.nlm.nih.gov/gene/?term=4296
MAP3K12	MAP3K12	mitogen-activated protein kinase kinase kinase 12	7786	0.74303216613837	https://www.ncbi.nlm.nih.gov/gene/?term=7786
MAP3K13	MAP3K13	mitogen-activated protein kinase kinase kinase 13	9175	-0.22179875753773	https://www.ncbi.nlm.nih.gov/gene/?term=9175
MAP3K14	MAP3K14	mitogen-activated protein kinase kinase kinase 14	9020	0.20735039204928	https://www.ncbi.nlm.nih.gov/gene/?term=9020
MAP3K15	MAP3K15	mitogen-activated protein kinase kinase kinase 15	389840	0.57579099182487	https://www.ncbi.nlm.nih.gov/gene/?term=389840
MAP3K2	MAP3K2	mitogen-activated protein kinase kinase kinase 2	10746	0.26252907559752	https://www.ncbi.nlm.nih.gov/gene/?term=10746
MAP3K3	MAP3K3	mitogen-activated protein kinase kinase kinase 3	4215	0.76655131606938	https://www.ncbi.nlm.nih.gov/gene/?term=4215
MAP3K4	MAP3K4	mitogen-activated protein kinase kinase kinase 4	4216	0.64660645509637	https://www.ncbi.nlm.nih.gov/gene/?term=4216
MAP3K5	MAP3K5	mitogen-activated protein kinase kinase kinase 5	4217	-0.14270233540719	https://www.ncbi.nlm.nih.gov/gene/?term=4217
MAP3K6	MAP3K6	mitogen-activated protein kinase kinase kinase 6	9064	-0.27536915466801	https://www.ncbi.nlm.nih.gov/gene/?term=9064
MAP3K7	MAP3K7	mitogen-activated protein kinase kinase kinase 7	6885	0.46495163835765	https://www.ncbi.nlm.nih.gov/gene/?term=6885
MAP3K8	MAP3K8	mitogen-activated protein kinase kinase kinase 8	1326	0.14782750910066	https://www.ncbi.nlm.nih.gov/gene/?term=1326
MAP3K9	MAP3K9	mitogen-activated protein kinase kinase kinase 9	4293	-0.074516955586802	https://www.ncbi.nlm.nih.gov/gene/?term=4293
MAP4	MAP4	microtubule associated protein 4	4134	0.07774215959027	https://www.ncbi.nlm.nih.gov/gene/?term=4134
MAP4K1	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	11184	0.31447941770343	https://www.ncbi.nlm.nih.gov/gene/?term=11184
MAP4K2	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	5871	0.15519491500551	https://www.ncbi.nlm.nih.gov/gene/?term=5871
MAP4K3	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3	8491	0.039359012828997	https://www.ncbi.nlm.nih.gov/gene/?term=8491
MAP4K4	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	9448	-0.0025331404440572	https://www.ncbi.nlm.nih.gov/gene/?term=9448
MAP4K5	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	11183	0.40189169255856	https://www.ncbi.nlm.nih.gov/gene/?term=11183
MAP6	MAP6	microtubule associated protein 6	4135	0.72450125677738	https://www.ncbi.nlm.nih.gov/gene/?term=4135
MAP6D1	MAP6D1	MAP6 domain containing 1	79929	-0.015642300609034	https://www.ncbi.nlm.nih.gov/gene/?term=79929
MAP7	MAP7	microtubule associated protein 7	9053	-0.2251033133069	https://www.ncbi.nlm.nih.gov/gene/?term=9053
MAP7D1	MAP7D1	MAP7 domain containing 1	55700	0.13839684587665	https://www.ncbi.nlm.nih.gov/gene/?term=55700
MAP7D2	MAP7D2	MAP7 domain containing 2	256714	0.47248021075223	https://www.ncbi.nlm.nih.gov/gene/?term=256714
MAP7D3	MAP7D3	MAP7 domain containing 3	79649	0.62581676262488	https://www.ncbi.nlm.nih.gov/gene/?term=79649
MAP9	MAP9	microtubule associated protein 9	79884	0.63200115551697	https://www.ncbi.nlm.nih.gov/gene/?term=79884
MAPK1	MAPK1	mitogen-activated protein kinase 1	5594	0.45079954447563	https://www.ncbi.nlm.nih.gov/gene/?term=5594
MAPK10	MAPK10	mitogen-activated protein kinase 10	5602	0.83661772602696	https://www.ncbi.nlm.nih.gov/gene/?term=5602
MAPK11	MAPK11	mitogen-activated protein kinase 11	5600	0.54337187531268	https://www.ncbi.nlm.nih.gov/gene/?term=5600
MAPK12	MAPK12	mitogen-activated protein kinase 12	6300	0.49312979150798	https://www.ncbi.nlm.nih.gov/gene/?term=6300
MAPK13	MAPK13	mitogen-activated protein kinase 13	5603	-0.41213904093032	https://www.ncbi.nlm.nih.gov/gene/?term=5603
MAPK14	MAPK14	mitogen-activated protein kinase 14	1432	0.13742396840515	https://www.ncbi.nlm.nih.gov/gene/?term=1432
MAPK15	MAPK15	mitogen-activated protein kinase 15	225689	-0.59733300178729	https://www.ncbi.nlm.nih.gov/gene/?term=225689
MAPK1IP1L	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	93487	0.26859528580098	https://www.ncbi.nlm.nih.gov/gene/?term=93487
MAPK3	MAPK3	mitogen-activated protein kinase 3	5595	-0.55557105397636	https://www.ncbi.nlm.nih.gov/gene/?term=5595
MAPK4	MAPK4	mitogen-activated protein kinase 4	5596	0.62172026380735	https://www.ncbi.nlm.nih.gov/gene/?term=5596
MAPK6	MAPK6	mitogen-activated protein kinase 6	5597	-0.19346508955537	https://www.ncbi.nlm.nih.gov/gene/?term=5597
MAPK7	MAPK7	mitogen-activated protein kinase 7	5598	-0.058609619635092	https://www.ncbi.nlm.nih.gov/gene/?term=5598
MAPK8	MAPK8	mitogen-activated protein kinase 8	5599	0.26210838084801	https://www.ncbi.nlm.nih.gov/gene/?term=5599
MAPK8IP1	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1	9479	0.59287209421149	https://www.ncbi.nlm.nih.gov/gene/?term=9479
MAPK8IP2	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2	23542	0.53427844048479	https://www.ncbi.nlm.nih.gov/gene/?term=23542
MAPK8IP3	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	23162	-0.1045346968963	https://www.ncbi.nlm.nih.gov/gene/?term=23162
MAPK9	MAPK9	mitogen-activated protein kinase 9	5601	0.37354869193593	https://www.ncbi.nlm.nih.gov/gene/?term=5601
MAPKAP1	MAPKAP1	mitogen-activated protein kinase associated protein 1	79109	0.034533326752056	https://www.ncbi.nlm.nih.gov/gene/?term=79109
MAPKAPK2	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	9261	-0.38868409860091	https://www.ncbi.nlm.nih.gov/gene/?term=9261
MAPKAPK3	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	7867	-0.15966372043561	https://www.ncbi.nlm.nih.gov/gene/?term=7867
MAPKAPK5	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5	8550	-0.10388627767472	https://www.ncbi.nlm.nih.gov/gene/?term=8550
MAPKBP1	MAPKBP1	mitogen-activated protein kinase binding protein 1	23005	0.69729158045198	https://www.ncbi.nlm.nih.gov/gene/?term=23005
MAPRE1	MAPRE1	microtubule associated protein RP/EB family member 1	22919	0.42250592787873	https://www.ncbi.nlm.nih.gov/gene/?term=22919
MAPRE2	MAPRE2	microtubule associated protein RP/EB family member 2	10982	0.44599997493001	https://www.ncbi.nlm.nih.gov/gene/?term=10982
MAPRE3	MAPRE3	microtubule associated protein RP/EB family member 3	22924	0.44117027557175	https://www.ncbi.nlm.nih.gov/gene/?term=22924
MAPT	MAPT	microtubule associated protein tau	4137	0.59144674745598	https://www.ncbi.nlm.nih.gov/gene/?term=4137
MARCH1	MARCH1	membrane associated ring-CH-type finger 1	55016	0.51810642551814	https://www.ncbi.nlm.nih.gov/gene/?term=55016
MARCH10	MARCH10	membrane associated ring-CH-type finger 10	162333	0.40031373924559	https://www.ncbi.nlm.nih.gov/gene/?term=162333
MARCH11	MARCH11	membrane associated ring-CH-type finger 11	441061	0.46528053934068	https://www.ncbi.nlm.nih.gov/gene/?term=441061
MARCH2	MARCH2	membrane associated ring-CH-type finger 2	51257	0.093127883482214	https://www.ncbi.nlm.nih.gov/gene/?term=51257
MARCH3	MARCH3	membrane associated ring-CH-type finger 3	115123	-0.040145745985349	https://www.ncbi.nlm.nih.gov/gene/?term=115123
MARCH4	MARCH4	membrane associated ring-CH-type finger 4	57574	0.55436145254578	https://www.ncbi.nlm.nih.gov/gene/?term=57574
MARCH5	MARCH5	membrane associated ring-CH-type finger 5	54708	-0.27263159628643	https://www.ncbi.nlm.nih.gov/gene/?term=54708
MARCH6	MARCH6	membrane associated ring-CH-type finger 6	10299	0.084817631922064	https://www.ncbi.nlm.nih.gov/gene/?term=10299
MARCH7	MARCH7	membrane associated ring-CH-type finger 7	64844	0.055643601420497	https://www.ncbi.nlm.nih.gov/gene/?term=64844
MARCH8	MARCH8	membrane associated ring-CH-type finger 8	220972	0.556114883301	https://www.ncbi.nlm.nih.gov/gene/?term=220972
MARCH9	MARCH9	membrane associated ring-CH-type finger 9	92979	0.039043989116198	https://www.ncbi.nlm.nih.gov/gene/?term=92979
MARCKS	MARCKS	myristoylated alanine rich protein kinase C substrate	4082	0.361758313057	https://www.ncbi.nlm.nih.gov/gene/?term=4082
MARCKSL1	MARCKSL1	MARCKS like 1	65108	-0.64677401516355	https://www.ncbi.nlm.nih.gov/gene/?term=65108
MARCO	MARCO	macrophage receptor with collagenous structure	8685	-0.026203622320029	https://www.ncbi.nlm.nih.gov/gene/?term=8685
MARK1	MARK1	microtubule affinity regulating kinase 1	4139	0.59026845893867	https://www.ncbi.nlm.nih.gov/gene/?term=4139
MARK2	MARK2	microtubule affinity regulating kinase 2	2011	-0.56169451201889	https://www.ncbi.nlm.nih.gov/gene/?term=2011
MARK3	MARK3	microtubule affinity regulating kinase 3	4140	-0.10815945204438	https://www.ncbi.nlm.nih.gov/gene/?term=4140
MARK4	MARK4	microtubule affinity regulating kinase 4	57787	0.073262026782348	https://www.ncbi.nlm.nih.gov/gene/?term=57787
MARS	MARS	methionyl-tRNA synthetase	4141	0.088433409855013	https://www.ncbi.nlm.nih.gov/gene/?term=4141
MARS2	MARS2	methionyl-tRNA synthetase 2, mitochondrial	92935	0.058540764131116	https://www.ncbi.nlm.nih.gov/gene/?term=92935
MARVELD1	MARVELD1	MARVEL domain containing 1	83742	0.064054096018353	https://www.ncbi.nlm.nih.gov/gene/?term=83742
MARVELD2	MARVELD2	MARVEL domain containing 2	153562	-0.21184696675386	https://www.ncbi.nlm.nih.gov/gene/?term=153562
MARVELD3	MARVELD3	MARVEL domain containing 3	91862	-0.43624948773724	https://www.ncbi.nlm.nih.gov/gene/?term=91862
MAS1	MAS1	MAS1 proto-oncogene, G protein-coupled receptor	4142	0.077487899218475	https://www.ncbi.nlm.nih.gov/gene/?term=4142
MAS1L	MAS1L	MAS1 proto-oncogene like, G protein-coupled receptor	116511	0.47183113711605	https://www.ncbi.nlm.nih.gov/gene/?term=116511
MASP1	MASP1	mannan binding lectin serine peptidase 1	5648	0.26742173647366	https://www.ncbi.nlm.nih.gov/gene/?term=5648
MASP2	MASP2	mannan binding lectin serine peptidase 2	10747	0.42707650494632	https://www.ncbi.nlm.nih.gov/gene/?term=10747
MAST1	MAST1	microtubule associated serine/threonine kinase 1	22983	0.30724035017164	https://www.ncbi.nlm.nih.gov/gene/?term=22983
MAST2	MAST2	microtubule associated serine/threonine kinase 2	23139	-0.23445441683441	https://www.ncbi.nlm.nih.gov/gene/?term=23139
MAST3	MAST3	microtubule associated serine/threonine kinase 3	23031	0.36133095559248	https://www.ncbi.nlm.nih.gov/gene/?term=23031
MAST4	MAST4	microtubule associated serine/threonine kinase family member 4	375449	0.41507244763375	https://www.ncbi.nlm.nih.gov/gene/?term=375449
MASTL	MASTL	microtubule associated serine/threonine kinase like	84930	-0.0089672753159244	https://www.ncbi.nlm.nih.gov/gene/?term=84930
MAT1A	MAT1A	methionine adenosyltransferase 1A	4143	-0.027138832831557	https://www.ncbi.nlm.nih.gov/gene/?term=4143
MAT2A	MAT2A	methionine adenosyltransferase 2A	4144	-0.29107689523049	https://www.ncbi.nlm.nih.gov/gene/?term=4144
MAT2B	MAT2B	methionine adenosyltransferase 2B	27430	0.1047483325099	https://www.ncbi.nlm.nih.gov/gene/?term=27430
MATK	MATK	megakaryocyte-associated tyrosine kinase	4145	0.30563117109716	https://www.ncbi.nlm.nih.gov/gene/?term=4145
MATN1	MATN1	matrilin 1	4146	0.22844129168623	https://www.ncbi.nlm.nih.gov/gene/?term=4146
MATN2	MATN2	matrilin 2	4147	0.18150392629327	https://www.ncbi.nlm.nih.gov/gene/?term=4147
MATN3	MATN3	matrilin 3	4148	0.19549420820213	https://www.ncbi.nlm.nih.gov/gene/?term=4148
MATN4	MATN4	matrilin 4	8785	-0.072732297717668	https://www.ncbi.nlm.nih.gov/gene/?term=8785
MATR3	MATR3	matrin 3	9782	0.57912590092767	https://www.ncbi.nlm.nih.gov/gene/?term=9782
MAVS	MAVS	mitochondrial antiviral signaling protein	57506	0.31284094607934	https://www.ncbi.nlm.nih.gov/gene/?term=57506
MAX	MAX	MYC associated factor X	4149	-0.048475849705613	https://www.ncbi.nlm.nih.gov/gene/?term=4149
MAZ	MAZ	MYC associated zinc finger protein	4150	-0.39855566405209	https://www.ncbi.nlm.nih.gov/gene/?term=4150
MB	MB	myoglobin	4151	-0.30539469869862	https://www.ncbi.nlm.nih.gov/gene/?term=4151
MBD1	MBD1	methyl-CpG binding domain protein 1	4152	0.42727978976939	https://www.ncbi.nlm.nih.gov/gene/?term=4152
MBD2	MBD2	methyl-CpG binding domain protein 2	8932	-0.068632837436796	https://www.ncbi.nlm.nih.gov/gene/?term=8932
MBD3	MBD3	methyl-CpG binding domain protein 3	53615	-0.048005861995358	https://www.ncbi.nlm.nih.gov/gene/?term=53615
MBD3L1	MBD3L1	methyl-CpG binding domain protein 3 like 1	85509	0.024040094091214	https://www.ncbi.nlm.nih.gov/gene/?term=85509
MBD4	MBD4	methyl-CpG binding domain 4, DNA glycosylase	8930	0.017905862927069	https://www.ncbi.nlm.nih.gov/gene/?term=8930
MBD5	MBD5	methyl-CpG binding domain protein 5	55777	0.58265854180512	https://www.ncbi.nlm.nih.gov/gene/?term=55777
MBD6	MBD6	methyl-CpG binding domain protein 6	114785	-0.28262410820683	https://www.ncbi.nlm.nih.gov/gene/?term=114785
MBIP	MBIP	MAP3K12 binding inhibitory protein 1	51562	0.19309327526323	https://www.ncbi.nlm.nih.gov/gene/?term=51562
MBL1P	MBL1P	mannose binding lectin 1, pseudogene	8512	0.096013460681177	https://www.ncbi.nlm.nih.gov/gene/?term=8512
MBL2	MBL2	mannose binding lectin 2	4153	0.010582009658127	https://www.ncbi.nlm.nih.gov/gene/?term=4153
MBLAC1	MBLAC1	metallo-beta-lactamase domain containing 1	255374	-0.0079281045105988	https://www.ncbi.nlm.nih.gov/gene/?term=255374
MBLAC2	MBLAC2	metallo-beta-lactamase domain containing 2	153364	0.57457283200978	https://www.ncbi.nlm.nih.gov/gene/?term=153364
MBNL1	MBNL1	muscleblind like splicing regulator 1	4154	0.39984635224434	https://www.ncbi.nlm.nih.gov/gene/?term=4154
MBNL2	MBNL2	muscleblind like splicing regulator 2	10150	0.3262384391886	https://www.ncbi.nlm.nih.gov/gene/?term=10150
MBNL3	MBNL3	muscleblind like splicing regulator 3	55796	0.069364032312505	https://www.ncbi.nlm.nih.gov/gene/?term=55796
MBOAT1	MBOAT1	membrane bound O-acyltransferase domain containing 1	154141	-0.56800472647746	https://www.ncbi.nlm.nih.gov/gene/?term=154141
MBOAT2	MBOAT2	membrane bound O-acyltransferase domain containing 2	129642	-0.29955103332474	https://www.ncbi.nlm.nih.gov/gene/?term=129642
MBOAT4	MBOAT4	membrane bound O-acyltransferase domain containing 4	619373	0.49348978689519	https://www.ncbi.nlm.nih.gov/gene/?term=619373
MBOAT7	MBOAT7	membrane bound O-acyltransferase domain containing 7	79143	-0.36806278509391	https://www.ncbi.nlm.nih.gov/gene/?term=79143
MBP	MBP	myelin basic protein	4155	0.5160047054847	https://www.ncbi.nlm.nih.gov/gene/?term=4155
MBTD1	MBTD1	mbt domain containing 1	54799	0.094748160065972	https://www.ncbi.nlm.nih.gov/gene/?term=54799
MBTPS1	MBTPS1	membrane bound transcription factor peptidase, site 1	8720	0.51404547112172	https://www.ncbi.nlm.nih.gov/gene/?term=8720
MBTPS2	MBTPS2	membrane bound transcription factor peptidase, site 2	51360	0.45810931342209	https://www.ncbi.nlm.nih.gov/gene/?term=51360
MC1R	MC1R	melanocortin 1 receptor	4157	-0.002073657881027	https://www.ncbi.nlm.nih.gov/gene/?term=4157
MC2R	MC2R	melanocortin 2 receptor	4158	0.061646008750052	https://www.ncbi.nlm.nih.gov/gene/?term=4158
MC3R	MC3R	melanocortin 3 receptor	4159	0.38689780379441	https://www.ncbi.nlm.nih.gov/gene/?term=4159
MC4R	MC4R	melanocortin 4 receptor	4160	0.43693651512459	https://www.ncbi.nlm.nih.gov/gene/?term=4160
MC5R	MC5R	melanocortin 5 receptor	4161	0.077377424613376	https://www.ncbi.nlm.nih.gov/gene/?term=4161
MCAM	MCAM	melanoma cell adhesion molecule	4162	0.50491397045238	https://www.ncbi.nlm.nih.gov/gene/?term=4162
MCAT	MCAT	malonyl-CoA-acyl carrier protein transacylase	27349	-0.23854970505468	https://www.ncbi.nlm.nih.gov/gene/?term=27349
MCC	MCC	MCC, WNT signaling pathway regulator	4163	0.72278938795358	https://www.ncbi.nlm.nih.gov/gene/?term=4163
MCCC1	MCCC1	methylcrotonoyl-CoA carboxylase 1	56922	0.065980108487982	https://www.ncbi.nlm.nih.gov/gene/?term=56922
MCCC2	MCCC2	methylcrotonoyl-CoA carboxylase 2	64087	-0.2324816032076	https://www.ncbi.nlm.nih.gov/gene/?term=64087
MCCD1	MCCD1	mitochondrial coiled-coil domain 1	401250	-0.012835554212491	https://www.ncbi.nlm.nih.gov/gene/?term=401250
MCEE	MCEE	methylmalonyl-CoA epimerase	84693	-0.15505987559083	https://www.ncbi.nlm.nih.gov/gene/?term=84693
